max_power_sensor_1,max_power_sensor_2,max_acceleration,max_gyroscope,class
1.10512314513019,-1.09673782836132,-1.23321436656547,-1.07043661203731,1
1.03336190193992,1.15924114182091,-0.248957727393106,-1.09220161524922,1
-1.27495808734716,0.705115504966047,-0.601769890967172,0.0605228289032473,1
1.10512314513019,-0.964894901532485,1.19329655257053,-0.490449616325729,1
-0.210499646691464,0.793010789518601,0.516078715710884,-0.280763320003936,1
1.02140169474154,1.15924114182091,-0.328647556650957,-0.699995109031708,1
1.10512314513019,-1.44831896657153,1.89776084189791,1.20844564298212,1
1.10512314513019,-1.75595246250547,-0.985603253304803,-0.608917348337241,1
-1.16731622256176,-0.613313763322268,1.11979019201934,0.483860441379593,1
-1.01183352898283,0.822309217702786,-0.196546391359325,-0.785585286450776,1
-0.940072285792562,0.617220220413493,1.4316045384603,1.23553474406839,1
-0.856350835403911,1.15924114182091,0.399732537930747,-0.55372804986168,1
0.554953614004769,-0.62796297741436,0.532476331386875,1.30422420058018,1
-0.0550169531125417,1.15924114182091,-0.972933361541041,-0.328945587392939,1
1.10512314513019,0.558623364045123,1.6139107720478,1.81932760031163,1
1.10512314513019,0.866256859979063,0.113012034568406,-1.21189160918154,1
-1.27495808734716,-0.833051974703654,-0.759706618231858,-0.510729513978231,1
1.05728231633667,1.15924114182091,-0.76762218926418,-1.20053240586601,1
0.19614739805341,1.01274900089999,-0.719072669448992,-0.431931497325842,1
-0.641067105833095,-1.27252839746643,-0.896423294326355,-0.645953143888857,1
-0.485584412254173,0.133796155374444,-1.41563760807622,-0.710138982697113,1
-1.03575394337959,0.265639082203275,0.0848294851249775,-0.779550626751591,1
-0.473624205055794,-0.715858261966915,-0.778664015944757,-0.0730588741042034,1
1.10512314513019,-1.27252839746643,0.943742697820215,2.0940787739304,1
1.10512314513019,-0.701209047874822,0.199198160035387,-0.159005192295777,1
-1.27495808734716,0.646518648597678,-1.12652656780774,-0.503176343681381,1
-1.27495808734716,0.309586724479553,-0.759329420349452,0.0743041137354258,1
-1.27495808734716,-0.496120050585529,-0.073841133612713,0.941433549446198,1
-0.557345655444445,-1.75595246250547,-0.46776843903119,0.586781768194229,1
1.10512314513019,1.02739821499208,2.28683164430198,2.32847707092965,1
-1.54483112170366,0.180331999805672,-1.03201294408712,-1.43063195998267,2
0.0803564990249126,1.37389631506624,0.206809267478871,0.446187886157631,2
1.15027168267122,-1.20783519294303,0.823353525518176,1.37965648726197,2
1.15027168267122,-1.20783519294303,-0.179598733257169,0.787907245476048,2
-1.54483112170366,-0.14400612934122,0.333358845687316,0.618311671827973,2
-1.54483112170366,0.854955308431208,-0.739926631690713,-0.317585893483126,2
-1.12499098634878,1.37389631506624,-0.564202080154158,-0.631494236626356,2
-0.298853945811753,0.997664085255841,-0.634943145015387,0.578700451942577,2
-0.935385763930443,-0.714841236639751,0.717816553216622,0.398067420637713,2
-1.27396651824889,1.2311875382416,-0.449892612509454,-0.800791038345903,2
1.15027168267122,-0.0012973525165875,1.23316750109278,0.550069279274037,2
1.15027168267122,-0.23482080550235,0.210594474411978,0.0116281988516436,2
0.486653404207055,-1.09107346645015,-0.0117797339509506,-0.90004918804054,2
-1.54483112170366,0.738193581938327,-0.39926035694622,-0.101537336533166,2
1.15027168267122,0.738193581938327,1.30252749124894,0.967803705143523,2
0.66271539645265,-1.20783519294303,3.04695373147164,2.97871889333271,2
0.852320618870983,1.37389631506624,-0.865644738376104,-1.00232694692254,2
0.527283094725269,-1.20783519294303,-0.103116010424857,-0.523884488745428,2
0.771061237834554,-0.351582531995231,0.595276526440547,0.0496550153467065,2
1.02838261111658,-1.20783519294303,-0.548373205452876,0.188244858925247,2
0.825234158525506,-0.23482080550235,2.01847875334356,0.351902230842885,2
-0.921842533757705,1.02361113558759,0.653409609960527,1.55522277150193,2
-0.244681025120801,-1.20783519294303,-0.700731763177062,-0.742354986233492,2
1.08255553180753,1.37389631506624,-0.845822388748104,-1.46844258360955,2
-0.474915938057348,-0.0402179280142146,-1.33510315295604,-0.911339286151675,2
-0.285310715639015,-1.20783519294303,-1.31374723710525,-0.995335742208453,2
0.0532700386794365,-0.675920661142124,0.344753828270606,0.137597559398714,2
1.15027168267122,-1.20783519294303,-1.05963664001501,-1.64524772985333,2
-0.962472224275919,0.660352430943073,0.00881808182702763,0.402694411706348,2
-0.569718549266515,1.2311875382416,-0.711526816102712,0.0686533291086255,2
-1.25448356359789,1.50021953005244,-0.417836551451612,-0.440037352856637,3
-1.25448356359789,-0.54052027185713,-0.692201170245264,-1.07912873747677,3
1.40128483167849,1.50021953005244,-0.618755344496603,-0.775546351129216,3
-0.120110128429585,-0.471576359630455,-0.1425643696871,0.448512211719802,3
0.467094943892831,-0.664619313865144,-0.0773549687637792,0.0249318383220969,3
1.08099115586627,1.15549996891907,3.57160324936896,0.203584036934254,3
-1.25448356359789,1.08655605669239,-0.750570061316971,-0.405801966036206,3
